FlightNum,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1566,1552,1556,1737,1707,105,71,49,30,-4,227,4,52,0,0,30,0,0
1431,601,600,810,743,129,103,73,27,1,526,10,46,0,0,27,0,0
1493,731,705,1040,1002,189,177,153,38,26,1035,8,28,26,0,12,0,0
790,1701,1706,1830,1808,149,122,120,22,-5,606,7,22,0,0,22,0,0
1220,1451,1455,1612,1557,81,62,37,15,-4,223,4,40,0,0,15,0,0
1013,1159,1131,1412,1349,133,138,91,23,28,665,9,33,0,0,0,0,23
879,840,845,1025,1010,105,85,63,15,-5,406,3,39,0,0,15,0,0
5279,1906,1837,2046,1958,160,141,131,48,29,821,3,26,29,0,19,0,0
5323,939,930,1142,1126,123,116,105,16,9,644,4,14,0,0,7,0,9
5093,103,2139,42,2137,39,58,27,185,204,171,2,10,185,0,0,0,0
5205,1143,1125,1259,1244,76,79,53,15,18,306,9,14,0,0,0,0,15
5322,1210,1218,1326,1310,136,112,113,16,-8,633,2,21,0,0,16,0,0
5222,1605,1610,1806,1749,121,99,92,17,-5,528,4,25,0,0,17,0,0
5415,1955,1720,2122,1906,87,106,73,136,155,508,5,9,136,0,0,0,0
5005,951,935,1121,1055,90,80,58,26,16,321,3,29,1,0,10,0,15
4971,1114,1110,1305,1236,171,146,134,29,4,821,3,34,4,0,25,0,0
5494,959,932,1121,1025,142,113,104,56,27,633,2,36,27,0,29,0,0
705,2204,2200,2354,2326,110,86,74,28,4,432,6,30,4,0,24,0,0
574,1103,1105,1303,1242,180,157,153,21,-2,906,7,20,0,0,21,0,0
440,2228,2150,2334,2251,126,121,108,43,38,669,5,13,0,0,5,0,38
550,1639,1640,1857,1838,138,118,113,19,-1,712,5,20,0,0,19,0,0
883,1104,1109,1415,1400,191,171,178,15,-5,1138,5,8,0,0,15,0,0
246,1653,1643,1857,1835,124,112,107,22,10,644,4,13,0,0,12,0,10
11,837,830,1216,1150,339,320,319,26,7,2398,4,16,19,0,7,0,0
3860,1709,1550,1915,1800,126,130,103,75,79,626,16,7,0,0,0,0,75
4178,1718,1710,1902,1835,164,145,114,27,8,642,34,16,8,0,19,0,0
3490,716,715,858,820,102,65,47,38,1,313,18,37,0,0,38,0,0
3921,1741,1730,2005,1930,144,120,98,35,11,491,15,31,0,0,24,0,11
3512,1101,1045,1329,1310,88,85,75,19,16,435,5,8,1,0,3,0,15
4142,1324,1310,1325,1305,61,55,35,20,14,122,6,20,0,0,6,0,14
4049,1736,1620,1831,1730,55,70,47,61,76,268,2,6,61,0,0,0,0
3026,653,650,834,755,101,65,46,39,3,267,5,50,0,0,39,0,0
3531,2110,1720,47,2055,157,155,135,232,230,1021,7,15,45,0,2,0,185
3756,929,850,1033,1005,64,75,48,28,39,281,7,9,4,0,0,0,24
3693,1254,1140,1639,1505,165,145,138,94,74,931,6,21,74,0,20,0,0
3589,1855,1830,2157,2130,122,120,102,27,25,772,4,16,25,0,2,0,0
4087,611,615,711,635,120,80,60,36,-4,286,6,54,0,0,36,0,0
3956,1932,1835,2018,1930,46,55,36,48,57,174,2,8,48,0,0,0,0
3438,1313,1230,1421,1405,128,155,110,16,43,812,11,7,0,0,0,0,16
228,823,828,947,931,84,63,39,16,-5,120,19,26,0,0,16,0,0
1714,653,600,907,823,74,83,56,44,53,312,8,10,44,0,0,0,0
653,1350,1353,1652,1553,182,120,83,59,-3,487,13,86,0,0,59,0,0
795,657,700,832,813,95,73,48,19,-3,297,4,43,0,0,19,0,0
613,841,705,929,806,48,61,33,83,96,197,5,10,83,0,0,0,0
720,1717,1700,2056,2038,159,158,139,18,17,1124,8,12,17,0,1,0,0
1736,636,634,933,917,117,103,86,16,2,457,16,15,0,0,16,0,0
1182,2209,2119,2347,2300,98,101,77,47,50,548,5,16,37,0,0,0,10
1270,1320,1315,1705,1650,165,155,127,15,5,980,12,26,0,0,15,0,0
218,12,2340,734,712,322,332,300,22,32,2603,5,17,0,0,0,0,22
678,1939,1850,2306,2219,147,149,123,47,49,1050,9,15,47,0,0,0,0
597,1831,1750,2043,2025,192,215,166,18,41,1028,5,21,18,0,0,0,0
1127,657,615,823,740,86,85,43,43,42,240,9,34,42,0,1,0,0
807,1900,1730,2316,2143,376,373,356,93,90,2677,9,11,0,0,3,0,90
1657,1416,1350,1731,1711,135,141,111,20,26,981,7,17,20,0,0,0,0
1235,643,630,727,657,104,87,54,30,13,235,10,40,13,0,17,0,0
6590,612,612,820,755,128,103,74,25,0,425,13,41,0,0,25,0,0
6674,1240,1240,1426,1359,106,79,57,27,0,213,26,23,0,0,27,0,0
6529,2050,2050,2205,2148,135,118,101,17,0,614,5,29,0,0,17,0,0
6446,1125,1100,1500,1439,155,159,133,21,25,892,10,12,21,0,0,0,0
6396,1615,1615,1837,1808,142,113,79,29,0,425,26,37,0,0,29,0,0
6526,1708,1636,1920,1837,132,121,107,43,32,569,5,20,0,0,43,0,0
6374,1115,1050,1318,1258,123,128,96,20,25,641,11,16,0,20,0,0,0
6557,1451,1435,1628,1604,97,89,73,24,16,301,6,18,0,0,8,0,16
5778,947,829,1046,935,59,66,43,71,78,181,4,12,71,0,0,0,0
4484,1055,1000,1416,1338,141,158,118,38,55,988,7,16,30,0,0,0,8
5797,1623,1623,1727,1712,64,49,53,15,0,170,3,8,0,0,15,0,0
5778,1055,955,1155,1100,60,65,45,55,60,181,5,10,0,0,0,0,55
4783,2047,2000,2100,2035,73,95,57,25,47,422,4,12,0,0,0,0,25
5788,1641,1642,1840,1813,119,91,69,27,-1,258,4,46,0,0,27,0,0
6684,1625,1618,1929,1859,184,161,154,30,7,1041,11,19,7,0,23,0,0
1586,2049,1700,2147,1806,118,126,95,221,229,651,14,9,0,0,0,0,221
162,826,830,1719,1654,353,324,325,25,-4,2611,5,23,0,0,25,0,0
77,1505,1333,1629,1519,144,166,124,70,92,967,7,13,70,0,0,0,0
345,1151,1006,1326,1121,155,135,96,125,105,599,21,38,105,0,20,0,0
434,803,801,1051,1018,108,77,67,33,2,235,8,33,0,0,33,0,0
1604,1509,1423,1643,1618,154,175,141,25,46,1062,5,8,17,0,0,0,8
907,1934,1735,2156,2024,262,289,219,92,119,1846,7,36,92,0,0,0,0
847,2041,1931,2215,2057,94,86,43,78,70,229,11,40,0,0,8,0,70
581,1319,1217,1536,1451,257,274,241,45,62,1739,5,11,4,0,0,0,41
947,2114,2000,2207,2053,53,53,31,74,74,130,6,16,0,0,0,0,74
1049,1633,1625,1850,1815,137,110,97,35,8,603,4,36,0,0,27,0,8
1924,1137,1140,1320,1304,103,84,59,16,-3,361,6,38,0,0,16,0,0
1774,2217,2206,22,2356,125,110,99,26,11,683,3,23,11,0,15,0,0
1941,1826,1800,1933,1859,67,59,45,34,26,130,3,19,0,0,8,0,26
1576,825,835,1051,1028,146,113,112,23,-10,590,6,28,0,0,23,0,0
1773,1823,820,2034,1023,131,123,79,611,603,573,4,48,603,0,8,0,0
1580,2220,2215,2348,2330,88,75,70,18,5,366,6,12,5,0,13,0,0
1022,1717,1715,1913,1848,116,93,77,25,2,430,3,36,0,0,23,0,2
1905,1125,1020,1357,1251,152,151,134,66,65,899,5,13,0,0,1,0,65
1270,952,730,1100,840,68,70,45,140,142,198,10,13,140,0,0,0,0
250,1006,1010,1703,1648,297,278,265,15,-4,2075,4,28,0,0,15,0,0
1890,1508,1450,1718,1700,130,130,115,18,18,650,5,10,18,0,0,0,0
789,1154,1121,1349,1308,295,287,250,41,33,1916,6,39,0,0,8,0,33
948,1748,1755,1933,1904,105,69,58,29,-7,213,4,43,0,0,29,0,0
1944,2220,2215,26,2358,126,103,95,28,5,529,6,25,5,0,23,0,0
2042,1752,1730,1918,1856,86,86,61,22,22,399,6,19,22,0,0,0,0
1409,1709,1630,1810,1736,121,126,92,34,39,651,10,19,34,0,0,0,0
1060,1958,1945,2114,2058,76,73,53,16,13,331,2,21,6,0,3,0,7
1544,1319,1315,1936,1902,257,227,227,34,4,1774,9,21,4,0,30,0,0
3016,1631,1635,1806,1745,95,70,49,21,-4,258,3,43,0,0,21,0,0
36,1520,1500,1612,1555,52,55,42,17,20,239,4,6,15,0,0,0,2
147,2126,2045,2225,2150,59,65,50,35,41,325,2,7,0,35,0,0,0
1987,640,640,900,845,140,125,120,15,0,834,9,11,0,0,15,0,0
529,1811,1735,1945,1910,94,95,83,35,36,546,4,7,0,0,0,0,35
3023,1458,1435,1600,1545,62,70,52,15,23,303,5,5,9,0,0,0,6
1784,1525,1500,1747,1710,142,130,128,37,25,802,5,9,25,0,12,0,0
2378,854,835,1016,1000,82,85,68,16,19,386,7,7,16,0,0,0,0
603,1344,1255,1343,1300,59,65,43,43,49,256,3,13,43,0,0,0,0
215,1741,1740,1905,1840,84,60,51,25,1,210,3,30,0,0,25,0,0
553,858,835,958,940,60,65,49,18,23,283,3,8,0,0,0,0,18
2616,1247,1240,1846,1830,239,230,216,16,7,1733,7,16,0,0,16,0,0
2614,738,720,959,940,141,140,122,19,18,787,6,13,18,0,1,0,0
708,1746,1720,1842,1820,56,60,44,22,26,248,2,10,22,0,0,0,0
2192,1615,1555,1721,1655,66,60,46,26,20,328,4,16,20,0,6,0,0
42,1458,1430,1627,1605,149,155,135,22,28,848,5,9,0,0,0,0,22
699,1059,1100,1709,1650,250,230,232,19,-1,1813,6,12,0,0,19,0,0
2473,1843,1735,2015,1929,92,114,63,46,68,446,3,26,46,0,0,0,0
2266,1744,1705,1954,1839,130,94,67,75,39,282,14,49,0,0,75,0,0
2401,1654,1655,1907,1852,133,117,74,15,-1,554,11,48,0,0,15,0,0
2085,1402,1340,1616,1549,134,129,114,27,22,631,12,8,0,0,27,0,0
2340,1750,1715,1948,1837,118,82,49,71,35,143,13,56,0,0,71,0,0
2019,1736,1528,1921,1700,105,92,60,141,128,116,10,35,0,0,141,0,0
1296,1910,1905,2059,2025,109,80,53,34,5,310,4,52,0,0,34,0,0
2474,1904,1900,2253,2227,169,147,117,26,4,748,7,45,0,0,26,0,0
2788,602,610,828,810,146,120,100,18,-8,569,11,35,0,0,18,0,0
2220,710,620,821,717,71,57,34,64,50,192,10,27,50,0,14,0,0
2425,1409,1415,1630,1614,141,119,59,16,-6,284,8,74,0,0,16,0,0
3083,752,800,1052,1037,180,157,147,15,-8,984,4,29,0,0,15,0,0
2396,1842,1730,2032,1928,110,118,81,64,72,487,7,22,0,0,4,0,60
1277,2035,1935,2253,2228,138,173,99,25,60,745,8,31,0,0,4,0,21
2769,1529,1535,1926,1910,177,155,149,16,-6,1043,7,21,0,0,16,0,0
2945,1725,1640,2105,2027,160,167,128,38,45,850,13,19,0,0,38,0,0
2109,2007,1941,2231,2159,144,138,84,32,26,529,18,42,0,0,32,0,0
2278,1645,1510,1854,1725,129,135,113,89,95,781,3,13,89,0,0,0,0
7269,1916,1912,2122,2101,126,109,86,21,4,533,4,36,21,0,0,0,0
2671,1752,1739,1850,1827,118,108,80,23,13,512,15,23,23,0,0,0,0
1027,1455,1445,1535,1517,40,32,24,18,10,100,6,10,0,0,18,0,0
2697,908,908,1102,1036,114,88,68,26,0,321,6,40,0,0,26,0,0
2679,1535,1515,1729,1712,114,117,80,17,20,529,5,29,0,0,17,0,0
2655,2015,2015,2126,2110,71,55,24,16,0,83,6,41,0,0,16,0,0
2852,800,730,920,840,80,70,45,40,30,119,5,30,40,0,0,0,0
7216,2002,1920,2122,2049,80,89,45,33,42,213,7,28,0,0,33,0,0
7098,1336,1302,1423,1401,47,59,35,22,34,125,2,10,22,0,0,0,0
7189,1750,1715,1942,1842,112,87,63,60,35,321,5,44,60,0,0,0,0
2745,2132,2055,2205,2129,93,94,59,36,37,261,10,24,36,0,0,0,0
7219,1016,939,1109,1025,113,106,73,44,37,473,17,23,44,0,0,0,0
2603,1830,1816,1931,1909,61,53,33,22,14,83,6,22,0,0,22,0,0
7217,600,601,633,550,93,49,28,43,-1,84,4,61,0,0,43,0,0
1003,1050,1030,1130,1102,40,32,20,28,20,100,6,14,0,0,28,0,0
2925,2239,2139,2352,2238,133,119,101,74,60,541,4,28,0,0,14,0,60
2995,1510,1506,1655,1624,105,78,50,31,4,378,3,52,0,0,31,0,0
2862,1723,1700,1831,1800,68,60,37,31,23,252,5,26,23,0,8,0,0
2465,1924,1926,2033,2010,129,104,92,23,-2,491,8,29,0,0,23,0,0
2429,1100,1025,1144,1127,44,62,33,17,35,228,2,9,17,0,0,0,0
1559,1625,1610,2000,1920,215,190,142,40,15,1097,43,30,15,0,25,0,0
1051,1843,1735,1934,1845,51,70,40,49,68,247,2,9,2,0,0,0,47
1769,1950,1915,2124,2045,154,150,125,39,35,678,4,25,0,0,39,0,0
1606,2152,2045,202,55,190,190,172,67,67,1471,7,11,43,0,0,0,24
1230,21,2355,546,525,205,210,186,21,26,1660,4,15,21,0,0,0,0
1070,1857,1830,2007,1940,70,70,45,27,27,247,11,14,0,0,15,0,12
868,2016,1940,2233,2159,137,139,118,34,36,920,5,14,0,0,0,0,34
1413,1248,1240,1500,1440,252,240,196,20,8,1464,5,51,0,0,20,0,0
457,1752,1425,2015,1650,203,205,167,205,207,1197,8,28,205,0,0,0,0
1561,1839,1845,2232,2130,353,285,265,62,-6,1846,5,83,0,0,62,0,0
2364,1700,1700,1955,1935,175,155,116,20,0,802,11,48,0,0,20,0,0
829,1922,1845,2013,1955,171,190,150,18,37,1126,4,17,7,0,0,0,11
363,1925,1930,2127,2105,182,155,139,22,-5,733,10,33,0,0,22,0,0
452,726,730,1052,1030,206,180,181,22,-4,1258,5,20,0,0,22,0,0
1936,1312,1150,1507,1320,115,90,52,107,82,337,5,58,0,0,107,0,0
1362,1451,1320,1754,1635,123,135,95,79,91,740,15,13,74,0,0,0,5
2094,1834,1745,2159,2110,145,145,125,49,49,1017,10,10,49,0,0,0,0
1652,1625,1605,2119,2055,174,170,146,24,20,1205,11,17,20,0,4,0,0
1213,1907,1640,2057,1840,170,180,142,137,147,929,16,12,0,0,0,0,137
2489,2039,1905,2205,2045,86,100,70,80,94,448,4,12,0,0,0,0,80
480,1921,1735,19,2215,178,160,146,124,106,1171,9,23,0,0,18,0,106
1263,852,805,1053,1000,181,175,152,53,47,964,8,21,47,0,6,0,0
736,1608,1425,2021,1850,193,205,174,91,103,1389,8,11,91,0,0,0,0
2340,1418,1345,1733,1700,135,135,107,33,33,867,6,22,21,0,0,0,12
1477,628,630,806,750,98,80,57,16,-2,328,16,25,0,0,16,0,0
610,1451,1450,1732,1715,161,145,130,17,1,866,11,20,0,0,17,0,0
124,708,700,1159,1138,231,218,201,21,8,1533,4,26,0,8,13,0,0
48,932,937,1226,1208,174,151,151,18,-5,1028,11,12,0,0,18,0,0
1417,1809,1750,1915,1855,186,185,169,20,19,1226,4,13,19,0,1,0,0
537,1539,1515,1839,1814,180,179,139,25,24,998,5,36,0,0,1,0,24
1401,1951,1850,2224,2046,273,236,235,98,61,1504,6,32,0,0,98,0,0
84,1853,1855,2216,2151,203,176,150,25,-2,1069,23,30,0,0,25,0,0
1289,2031,2005,2207,2150,96,105,71,17,26,474,2,23,0,0,0,0,17
1706,1538,1540,1655,1638,77,58,36,17,-2,140,14,27,0,0,17,0,0
1594,1151,910,1700,1425,189,195,168,155,161,1379,9,12,155,0,0,0,0
1523,1739,1740,1936,1852,117,72,50,44,-1,305,6,61,0,0,44,0,0
722,2244,1855,2353,2009,69,74,50,224,229,305,10,9,0,0,0,0,224
688,815,707,1206,1053,171,166,144,73,68,1076,12,15,68,0,5,0,0
561,652,645,1135,1110,223,205,205,25,7,1569,8,10,0,0,18,7,0
154,857,859,1220,1202,203,183,130,18,-2,1024,5,68,0,0,18,0,0
1779,1857,1759,1953,1902,56,63,41,51,58,191,2,13,51,0,0,0,0
220,1705,1715,2024,2002,199,167,93,22,-10,644,6,100,0,0,22,0,0
535,2014,1910,2348,2300,334,350,296,48,64,2133,5,33,19,0,0,0,29
1430,1641,1645,2014,1859,213,134,71,75,-4,487,20,122,0,0,75,0,0
1279,1147,1128,1427,1400,160,152,117,27,19,859,7,36,0,0,8,0,19
1611,721,725,847,828,86,63,32,19,-4,152,28,26,0,0,19,0,0
786,1456,1450,1619,1558,143,128,105,21,6,606,8,30,0,0,15,0,6
1506,750,743,928,910,98,87,75,18,7,481,6,17,7,0,11,0,0
1732,828,830,1113,1048,165,138,134,25,-2,859,5,26,0,0,25,0,0
1229,1707,1633,1815,1754,68,81,54,21,34,321,6,8,0,0,0,0,21
844,1817,1805,2108,2030,171,145,124,38,12,745,7,40,0,0,38,0,0
1798,1448,1450,2157,2140,249,230,204,17,-2,1747,17,28,0,0,17,0,0
1610,636,640,920,859,104,79,83,21,-4,341,12,9,0,0,21,0,0
784,1338,1306,1446,1405,128,119,103,41,32,606,10,15,32,0,9,0,0
1086,1209,1210,1415,1400,126,110,95,15,-1,545,12,19,0,0,15,0,0
1642,1941,1802,2038,1905,57,63,30,93,99,153,15,12,82,0,0,0,11
1654,1603,1600,1733,1708,90,68,43,25,3,270,5,42,0,0,25,0,0
714,1623,1605,1919,1838,176,153,136,41,18,946,9,31,8,0,27,0,6
1564,1732,1655,1909,1829,97,94,63,40,37,432,23,11,0,0,3,0,37
1062,526,530,904,841,158,131,117,23,-4,813,27,14,0,0,23,0,0
5073,1526,1353,1655,1520,89,87,62,95,93,366,16,11,84,0,2,0,9
5051,1510,1510,1650,1633,100,83,53,17,0,239,5,42,0,0,17,0,0
5720,1200,1159,1424,1400,144,121,122,24,1,646,8,14,1,0,23,0,0
5338,1741,1705,1941,1923,120,138,101,18,36,692,10,9,0,0,0,0,18
5415,1759,1720,1944,1906,105,106,81,38,39,508,9,15,0,0,0,0,38
5107,1802,1745,1907,1840,65,55,33,27,17,143,25,7,0,0,10,0,17
5551,1820,1600,1910,1650,50,50,30,140,140,106,9,11,4,0,0,0,136
4915,1456,1451,1655,1630,119,99,78,25,5,528,1,40,5,0,20,0,0
5126,2222,2144,2318,2246,56,62,29,32,38,164,3,24,0,0,0,0,32
5064,2010,1853,2132,2007,82,74,49,85,77,331,7,26,27,0,8,0,50
5032,1751,1706,1851,1753,60,47,32,58,45,83,15,13,4,0,13,0,41
4915,1725,1700,1925,1840,120,100,73,45,25,528,18,29,20,0,20,0,5
5222,1639,1610,1821,1749,102,99,78,32,29,528,4,20,24,0,3,0,5
5443,906,850,1037,1010,91,80,60,27,16,399,2,29,16,0,11,0,0
4959,1420,1337,1513,1440,53,63,36,33,43,223,2,15,0,0,9,0,24
5415,1559,1515,1740,1654,101,99,76,46,44,508,4,21,0,0,2,0,44
4970,1529,1430,1720,1620,111,110,83,60,59,554,6,22,8,0,1,0,51
5494,954,932,1051,1025,117,113,89,26,22,633,3,25,0,0,4,0,22
5057,1916,1815,2046,1957,90,102,70,49,61,390,5,15,0,0,0,0,49
5198,842,650,935,748,53,58,36,107,112,173,9,8,107,0,0,0,0
5338,1515,1441,1721,1640,126,119,97,41,34,692,3,26,0,0,7,0,34
652,1528,1455,1843,1820,135,145,118,23,33,967,6,11,3,0,20,0,0
539,1509,1505,1838,1822,149,137,128,16,4,895,8,13,4,0,12,0,0
440,738,705,951,928,73,83,60,23,33,472,5,8,23,0,0,0,0
721,1827,1556,2042,1804,135,128,119,158,151,828,6,10,0,0,7,0,151
627,1828,1830,2135,2100,187,150,117,35,-2,861,5,65,0,0,35,0,0
789,946,950,1211,1156,145,126,109,15,-4,665,5,31,0,0,15,0,0
291,1342,1309,1509,1434,87,85,67,35,33,481,4,16,33,0,2,0,0
268,1510,1509,1759,1743,169,154,139,16,1,946,6,24,1,0,15,0,0
647,2117,2055,2244,2228,147,153,124,16,22,874,5,18,16,0,0,0,0
242,1543,1504,1720,1644,97,100,81,36,39,481,7,9,0,0,0,0,36
18,1625,1600,2354,2335,329,335,303,19,25,2762,5,21,1,0,0,0,18
11,833,830,1212,1150,339,320,314,22,3,2398,6,19,19,0,3,0,0
4076,1128,1005,1137,1020,69,75,50,77,83,264,8,11,0,0,0,0,77
4156,1815,1800,1938,1915,143,135,119,23,15,607,10,14,0,0,8,0,15
4487,2020,2015,2159,2140,99,85,55,19,5,409,5,39,0,0,19,0,0
3472,556,600,803,725,127,85,63,38,-4,383,6,58,0,0,38,0,0
4305,1254,1235,1456,1440,122,125,101,16,19,693,7,14,7,0,0,0,9
4520,2000,1950,2116,2050,76,60,48,26,10,213,3,25,2,0,16,0,8
4183,1810,1810,1956,1920,106,70,35,36,0,196,9,62,0,0,36,0,0
4748,612,600,720,705,68,65,49,15,12,213,6,13,12,0,3,0,0
3184,1756,1550,1910,1715,74,85,65,115,126,372,2,7,0,0,39,0,76
4694,1220,1150,1345,1330,85,100,68,15,30,426,4,13,15,0,0,0,0
3542,938,655,1109,900,151,185,131,129,163,1021,9,11,129,0,0,0,0
3112,1300,1255,1539,1420,159,85,67,79,5,372,3,89,0,0,79,0,0
4473,732,735,932,915,180,160,149,17,-3,865,9,22,0,0,17,0,0
4296,2100,2035,2117,2050,77,75,48,27,25,177,6,23,0,0,7,0,20
360,1257,1217,1819,1757,202,220,179,22,40,1589,7,16,0,0,0,0,22
1237,859,852,932,914,93,82,49,18,7,235,8,36,7,0,11,0,0
1237,651,700,812,754,81,54,30,18,-9,98,11,40,0,0,18,0,0
1221,1216,1219,1407,1332,231,193,167,35,-3,1123,9,55,0,0,35,0,0
1762,1914,1907,2116,2048,122,101,61,28,7,453,15,46,7,0,21,0,0
1136,1008,1016,1210,1152,122,96,68,18,-8,408,5,49,0,0,18,0,0
1132,2133,2139,2328,2310,115,91,62,18,-6,408,10,43,0,0,18,0,0
365,943,900,1159,1109,256,249,221,50,43,1589,4,31,0,43,7,0,0
140,1923,1900,2050,2027,87,87,58,23,23,334,5,24,0,12,0,0,11
184,1250,1200,1813,1741,203,221,188,32,50,1532,4,11,32,0,0,0,0
293,1755,1735,1904,1844,129,129,84,20,20,610,12,33,20,0,0,0,0
796,2034,2021,2150,2126,76,65,58,24,13,284,5,13,13,0,11,0,0
1199,1932,901,2117,1057,105,116,86,620,631,501,7,12,620,0,0,0,0
261,2008,1927,2244,2154,276,267,227,50,41,1671,3,46,41,0,9,0,0
871,2234,2220,2348,2329,74,69,55,19,14,284,6,13,14,0,5,0,0
895,1438,1336,1622,1540,104,124,75,42,62,508,5,24,42,0,0,0,0
1226,1726,1704,1802,1720,96,76,62,42,22,288,5,29,22,0,20,0,0
337,1616,1542,1834,1741,318,299,271,53,34,1979,9,38,34,0,19,0,0
1225,1938,1930,2135,2046,237,196,171,49,8,1123,6,60,8,0,41,0,0
145,2051,2015,2216,2144,85,89,68,32,36,334,5,12,0,0,0,0,32
433,1158,1210,1445,1408,347,298,284,37,-12,1927,11,52,0,0,37,0,0
6503,1705,1658,1825,1810,80,72,40,15,7,144,19,21,0,7,8,0,0
6742,1415,1340,1552,1527,97,107,69,25,35,426,4,24,25,0,0,0,0
6677,2207,2148,2345,2327,158,159,131,18,19,866,5,22,18,0,0,0,0
6790,920,840,1110,1014,110,94,40,56,40,187,10,60,40,0,16,0,0
6676,1459,1459,1645,1630,106,91,52,15,0,213,15,39,0,0,15,0,0
6466,1150,1150,1450,1430,180,160,153,20,0,948,3,24,0,0,20,0,0
6932,2005,1920,2130,2045,85,85,70,45,45,370,5,10,45,0,0,0,0
5715,1009,905,1206,1038,117,93,97,88,64,304,5,15,0,0,88,0,0
5416,1650,1555,1818,1717,88,82,77,61,55,262,4,7,0,0,61,0,0
4819,2032,1958,2146,2102,134,124,113,44,34,599,4,17,0,0,44,0,0
2775,2050,2100,2138,2120,108,80,76,18,-10,328,5,27,0,0,18,0,0
4746,606,615,922,859,136,104,79,23,-9,588,6,51,0,0,23,0,0
5574,1146,950,1328,1114,102,84,87,134,116,262,3,12,0,0,134,0,0
5716,2139,2054,2211,2135,32,41,19,36,45,78,4,9,0,0,0,0,36
5745,705,606,745,650,40,44,26,55,59,86,4,10,55,0,0,0,0
5561,1349,1136,1507,1255,78,79,61,132,133,262,3,14,0,0,0,0,132
5739,749,700,1012,915,143,135,119,57,49,462,3,21,0,0,57,0,0
5462,2132,2045,2223,2136,51,51,32,47,47,110,3,16,0,0,0,0,47
6623,1604,1457,1725,1609,81,72,52,76,67,326,3,26,0,0,9,0,67
5783,1807,1436,1940,1608,93,92,74,212,211,304,5,14,0,0,1,0,211
5490,2312,2104,36,2220,84,76,60,136,128,262,2,22,0,0,8,0,128
5428,1757,1620,1922,1736,85,76,62,106,97,250,6,17,0,0,9,0,97
5704,1926,1850,2025,2001,59,71,49,24,36,234,4,6,24,0,0,0,0
2878,740,735,1115,1050,155,135,106,25,5,725,13,36,0,0,20,0,5
4774,1142,1115,1218,1157,96,102,77,21,27,521,5,14,21,0,0,0,0
5703,1914,1650,2009,1757,55,67,46,132,144,234,2,7,0,0,0,0,132
2879,1935,1940,2141,2120,186,160,139,21,-5,725,5,42,0,0,21,0,0
5444,1835,1750,1943,1856,68,66,47,47,45,191,4,17,0,0,2,0,45
4801,1734,1550,1847,1654,133,124,107,113,104,599,5,21,0,0,102,0,11
930,1652,1558,1818,1733,86,95,73,45,54,447,6,7,0,0,45,0,0
806,1413,1340,1609,1504,116,84,52,65,33,337,3,61,0,0,65,0,0
89,1732,1600,1902,1750,150,170,135,72,92,967,5,10,0,0,72,0,0
820,1602,1336,1806,1545,124,129,95,141,146,679,6,23,0,0,0,0,141
1583,1757,1745,2048,2017,291,272,235,31,12,1709,14,42,0,0,20,0,11
1549,910,821,1113,1041,303,320,279,32,49,2066,8,16,32,0,0,0,0
1612,714,719,1113,1055,179,156,129,18,-5,957,35,15,0,0,18,0,0
472,1520,1354,1755,1636,95,102,69,79,86,528,10,16,79,0,0,0,0
416,2102,1904,2331,2139,89,95,73,112,118,541,5,11,0,0,0,0,112
647,2039,2029,2235,2214,176,165,125,21,10,719,8,43,0,0,21,0,0
830,1153,1056,1731,1709,218,253,202,22,57,1846,4,12,0,0,0,0,22
110,1524,1435,1634,1542,70,67,42,52,49,236,9,19,0,0,3,0,49
1240,2049,2025,2209,2130,80,65,45,39,24,196,8,27,24,0,15,0,0
1940,1934,1910,2112,2046,98,96,79,26,24,468,7,12,0,0,2,0,24
1079,1828,1725,2046,2001,258,276,239,45,63,1788,6,13,9,0,0,0,36
1744,639,635,828,809,109,94,81,19,4,448,6,22,4,0,15,0,0
731,1815,1800,2101,2041,346,341,305,20,15,2176,5,36,15,0,5,0,0
1124,1955,2000,2224,2155,149,115,91,29,-5,683,6,52,0,0,29,0,0
1410,1440,1440,1659,1644,139,124,108,15,0,665,7,24,0,0,15,0,0
471,1605,1540,1734,1709,89,89,68,25,25,414,7,14,0,0,0,0,25
432,1121,1119,1529,1451,428,392,404,38,2,2845,5,19,2,0,36,0,0
250,727,646,940,917,73,91,51,23,41,338,11,11,23,0,0,0,0
35,1807,1640,2138,2019,331,339,294,79,87,2133,3,34,0,0,0,0,79
1126,1444,1440,1647,1632,183,172,136,15,4,936,7,40,4,0,11,0,0
1238,1636,1549,1756,1713,80,84,58,43,47,336,3,19,43,0,0,0,0
1782,1932,1900,2140,2114,68,74,52,26,32,329,5,11,0,0,0,0,26
400,1208,1124,1330,1233,142,129,101,57,44,651,8,33,0,0,57,0,0
788,2003,1955,2148,2130,105,95,71,18,8,508,6,28,1,0,10,0,7
1100,1457,1455,1829,1811,152,136,123,18,2,936,10,19,2,0,16,0,0
415,2112,2110,2250,2212,158,122,120,38,2,651,6,32,0,0,38,0,0
561,1611,1530,1717,1640,66,70,43,37,41,236,5,18,37,0,0,0,0
296,2017,1900,2129,2010,72,70,57,79,77,303,5,10,0,0,2,0,77
